difficulty,id,url,qtext
35,4i6tmeVf3U,http://api.classhero.com/4i6tmeVf3U.jpg,118 + 55
36,kPpYKNME66,http://api.classhero.com/kPpYKNME66.jpg,54 - 3
37,cMrcFsoazZ,http://api.classhero.com/cMrcFsoazZ.jpg,59 / 53
38,kWVzjdZAax,http://api.classhero.com/kWVzjdZAax.jpg,140 - 45
39,faeQaSI7P6,http://api.classhero.com/faeQaSI7P6.jpg,278 - 229
40,5SgjghsgwH,http://api.classhero.com/5SgjghsgwH.jpg,367 + 278
41,IAb1ubO8d8,http://api.classhero.com/IAb1ubO8d8.jpg,117 - 67
42,ftmrQ0S5zO,http://api.classhero.com/ftmrQ0S5zO.jpg,363 - 187
43,7czP9l0i02,http://api.classhero.com/7czP9l0i02.jpg,5 / 4
44,JWYMvTkDpW,http://api.classhero.com/JWYMvTkDpW.jpg,222 * 408
45,Wq7BGT8zDA,http://api.classhero.com/Wq7BGT8zDA.jpg,321 / 171
46,JJWBuKtVW4,http://api.classhero.com/JJWBuKtVW4.jpg,221 + 332
47,FqBwIo8mpJ,http://api.classhero.com/FqBwIo8mpJ.jpg,333 * 401
48,hL9IHE2QCo,http://api.classhero.com/hL9IHE2QCo.jpg,332 + 372
49,o85N31HODL,http://api.classhero.com/o85N31HODL.jpg,305 - 260
50,WbNm1TY61b,http://api.classhero.com/WbNm1TY61b.jpg,237 + 83
51,pFB7wAh2yC,http://api.classhero.com/pFB7wAh2yC.jpg,479 - 274
52,ZkvEUTerSC,http://api.classhero.com/ZkvEUTerSC.jpg,117 + 420
53,FeyLFufV3p,http://api.classhero.com/FeyLFufV3p.jpg,389 * 65
54,Q53vO9CuWZ,http://api.classhero.com/Q53vO9CuWZ.jpg,162 - 47
55,hhVyL8DvcI,http://api.classhero.com/hhVyL8DvcI.jpg,424 / 396
56,aoBUTQxK7J,http://api.classhero.com/aoBUTQxK7J.jpg,205 - 189
57,9Ca4SDJ24y,http://api.classhero.com/9Ca4SDJ24y.jpg,220 + 129
58,hyLjaazAY3,http://api.classhero.com/hyLjaazAY3.jpg,445 + 202
59,cDZg9gypkx,http://api.classhero.com/cDZg9gypkx.jpg,286 - 128
60,nz6QounelT,http://api.classhero.com/nz6QounelT.jpg,295 / 205
61,xoZqfPbGWk,http://api.classhero.com/xoZqfPbGWk.jpg,452 - 103
62,ri6qjzKqzM,http://api.classhero.com/ri6qjzKqzM.jpg,420 * 402
63,Gq9raNFHho,http://api.classhero.com/Gq9raNFHho.jpg,411 / 324
64,ez8DlUE76L,http://api.classhero.com/ez8DlUE76L.jpg,313 * 445
65,uSM0WGpuPm,http://api.classhero.com/uSM0WGpuPm.jpg,9 + 278
66,15LJpeFEbZ,http://api.classhero.com/15LJpeFEbZ.jpg,265 - 607
67,kcS8HJQcjW,http://api.classhero.com/kcS8HJQcjW.jpg,198 * 237
68,JUHKGjK60p,http://api.classhero.com/JUHKGjK60p.jpg,307 + 232
69,e0iXGKOy5U,http://api.classhero.com/e0iXGKOy5U.jpg,402 - 668
70,b5BsL72KpR,http://api.classhero.com/b5BsL72KpR.jpg,655 / 300
71,v0RZt2dbg9,http://api.classhero.com/v0RZt2dbg9.jpg,179 - 183
72,mUVWhxCx0E,http://api.classhero.com/mUVWhxCx0E.jpg,414 / 333
73,ItKuisAezL,http://api.classhero.com/ItKuisAezL.jpg,226 - 170
74,9zDh54tVAN,http://api.classhero.com/9zDh54tVAN.jpg,549 / 268
75,tateJyF1Wi,http://api.classhero.com/tateJyF1Wi.jpg,40 - 78
76,cAE0zs4k7u,http://api.classhero.com/cAE0zs4k7u.jpg,135 + 498
77,IggdJuOhMN,http://api.classhero.com/IggdJuOhMN.jpg,360 + 568
78,HRMF66dpeC,http://api.classhero.com/HRMF66dpeC.jpg,254 - 36
79,mIMN2ZpKoG,http://api.classhero.com/mIMN2ZpKoG.jpg,671 * 282
80,Pu6n3TzazT,http://api.classhero.com/Pu6n3TzazT.jpg,24 - 190
81,bRQFBGTW4Z,http://api.classhero.com/bRQFBGTW4Z.jpg,731 + 694
82,ZygqnrGt1q,http://api.classhero.com/ZygqnrGt1q.jpg,72 - 101
83,vL7Q81Ejgm,http://api.classhero.com/vL7Q81Ejgm.jpg,477 / 754
84,IbZr6DSGyk,http://api.classhero.com/IbZr6DSGyk.jpg,427 * 26
85,S2LKvYuz85,http://api.classhero.com/S2LKvYuz85.jpg,600 + 605
86,XHJAXQHo4H,http://api.classhero.com/XHJAXQHo4H.jpg,154 * 387
87,oDhb2Vkrnm,http://api.classhero.com/oDhb2Vkrnm.jpg,109 / 523
88,bpqVvoY7nl,http://api.classhero.com/bpqVvoY7nl.jpg,814 * 496
89,1X8eSfm37e,http://api.classhero.com/1X8eSfm37e.jpg,769 - 219
90,HgGhaqhbkG,http://api.classhero.com/HgGhaqhbkG.jpg,124 / 811
91,aSRBqIBmIx,http://api.classhero.com/aSRBqIBmIx.jpg,762 / 119
92,GcV82RqQQ4,http://api.classhero.com/GcV82RqQQ4.jpg,611 / 831
93,WpymbELctD,http://api.classhero.com/WpymbELctD.jpg,225 - 19
94,1T5TN2Xrm2,http://api.classhero.com/1T5TN2Xrm2.jpg,514 + 153
95,VWKjMfPrGA,http://api.classhero.com/VWKjMfPrGA.jpg,817 - 338
96,dhNI364Bhs,http://api.classhero.com/dhNI364Bhs.jpg,790 + 622
97,8e9fRwDZ7L,http://api.classhero.com/8e9fRwDZ7L.jpg,903 - 31
98,xNYS0sceQT,http://api.classhero.com/xNYS0sceQT.jpg,891 / 128
99,RYOcOxZzNV,http://api.classhero.com/RYOcOxZzNV.jpg,7 + 13
100,WOkRDRZwGp,http://api.classhero.com/WOkRDRZwGp.jpg,537 - 380
1,VTMicxvJt0,http://api.classhero.com/VTMicxvJt0.jpg,1 * 6
2,HwL5724JsT,http://api.classhero.com/HwL5724JsT.jpg,15 * 13
3,zpIkT3E6XH,http://api.classhero.com/zpIkT3E6XH.jpg,16 / 3
4,FHmrpNFLij,http://api.classhero.com/FHmrpNFLij.jpg,30 + 23
5,Lq5V7spniR,http://api.classhero.com/Lq5V7spniR.jpg,24 + 36
6,Y9rmrV4t0D,http://api.classhero.com/Y9rmrV4t0D.jpg,45 - 35
7,YA3hBfhFQl,http://api.classhero.com/YA3hBfhFQl.jpg,64 + 17
8,2oV0VLpp51,http://api.classhero.com/2oV0VLpp51.jpg,51 * 45
9,H7FEWYETZq,http://api.classhero.com/H7FEWYETZq.jpg,59 * 87
10,O4JojfaYba,http://api.classhero.com/O4JojfaYba.jpg,26 / 12
11,t94sqpSpES,http://api.classhero.com/t94sqpSpES.jpg,63 * 72
12,8UWUhstC99,http://api.classhero.com/8UWUhstC99.jpg,20 / 19
13,L2fLpM6cLr,http://api.classhero.com/L2fLpM6cLr.jpg,39 + 84
14,zq8XTR6n3L,http://api.classhero.com/zq8XTR6n3L.jpg,52 / 40
15,49Eh0Z1FgR,http://api.classhero.com/49Eh0Z1FgR.jpg,125 - 84
16,cSvKC5Qy3f,http://api.classhero.com/cSvKC5Qy3f.jpg,117 + 125
17,CFV9s8A9wl,http://api.classhero.com/CFV9s8A9wl.jpg,167 * 165
18,evhLJhSRvL,http://api.classhero.com/evhLJhSRvL.jpg,150 - 69
19,g1Xzqok4Tw,http://api.classhero.com/g1Xzqok4Tw.jpg,80 + 153
20,ZeDg8mqFJZ,http://api.classhero.com/ZeDg8mqFJZ.jpg,188 / 38
21,PzJw2Uk0f4,http://api.classhero.com/PzJw2Uk0f4.jpg,8 * 129
22,iYZIhU8s1Q,http://api.classhero.com/iYZIhU8s1Q.jpg,211 / 121
23,4gf7wGZJYn,http://api.classhero.com/4gf7wGZJYn.jpg,132 + 102
24,X5OkXnuC3I,http://api.classhero.com/X5OkXnuC3I.jpg,99 + 124
25,srot1owEza,http://api.classhero.com/srot1owEza.jpg,199 + 232
26,7b9rVkiVb7,http://api.classhero.com/7b9rVkiVb7.jpg,44 / 36
27,IsLPYkggO4,http://api.classhero.com/IsLPYkggO4.jpg,87 / 66
28,y1Fo88TE0n,http://api.classhero.com/y1Fo88TE0n.jpg,159 * 67
29,VFbpJCDvVi,http://api.classhero.com/VFbpJCDvVi.jpg,263 * 117
30,5Rb6Wy7zRG,http://api.classhero.com/5Rb6Wy7zRG.jpg,186 * 117
31,0qgtilnmGd,http://api.classhero.com/0qgtilnmGd.jpg,198 + 114
32,mQ4Jl5Un2F,http://api.classhero.com/mQ4Jl5Un2F.jpg,313 * 79
33,DTXqEv2sd3,http://api.classhero.com/DTXqEv2sd3.jpg,299 * 110
34,hTgQ0ourAE,http://api.classhero.com/hTgQ0ourAE.jpg,24 * 295
35,skyr3TzElG,http://api.classhero.com/skyr3TzElG.jpg,149 + 81
36,CtBuqO3CyX,http://api.classhero.com/CtBuqO3CyX.jpg,22 * 112
37,LOsHm6JoSm,http://api.classhero.com/LOsHm6JoSm.jpg,279 / 214
38,AQUuSdP00h,http://api.classhero.com/AQUuSdP00h.jpg,79 * 221
39,iD3BwwhWo1,http://api.classhero.com/iD3BwwhWo1.jpg,16 + 181
40,RJRh5Tl8yM,http://api.classhero.com/RJRh5Tl8yM.jpg,208 * 399
41,iiGzfihvi5,http://api.classhero.com/iiGzfihvi5.jpg,92 * 280
42,58rpYIHkfN,http://api.classhero.com/58rpYIHkfN.jpg,245 - 142
43,aF0EczQ3gZ,http://api.classhero.com/aF0EczQ3gZ.jpg,386 / 133
44,oAUMw6D83L,http://api.classhero.com/oAUMw6D83L.jpg,127 * 153
45,4EXS9sf9hL,http://api.classhero.com/4EXS9sf9hL.jpg,43 - 27
46,OsxR0DnOUu,http://api.classhero.com/OsxR0DnOUu.jpg,413 - 335
47,PxnBmsBtc1,http://api.classhero.com/PxnBmsBtc1.jpg,54 * 200
48,xfi49aaZAv,http://api.classhero.com/xfi49aaZAv.jpg,269 * 425
49,pyvnDrmwFy,http://api.classhero.com/pyvnDrmwFy.jpg,295 / 294
50,GkuwvkyrZC,http://api.classhero.com/GkuwvkyrZC.jpg,85 / 57
51,SRs780qg3z,http://api.classhero.com/SRs780qg3z.jpg,342 * 452
52,9HYqzb2hYU,http://api.classhero.com/9HYqzb2hYU.jpg,463 + 43
53,DuwgGo4fzH,http://api.classhero.com/DuwgGo4fzH.jpg,96 / 58
54,OdHZYwhKtL,http://api.classhero.com/OdHZYwhKtL.jpg,50 + 50
55,l5xHp6Lhq4,http://api.classhero.com/l5xHp6Lhq4.jpg,419 * 237
56,BMFY0fiLDy,http://api.classhero.com/BMFY0fiLDy.jpg,479 / 156
57,PL2VnU64Ez,http://api.classhero.com/PL2VnU64Ez.jpg,375 + 246
58,SSfuQJblLG,http://api.classhero.com/SSfuQJblLG.jpg,406 * 83
59,wb3vrkJlyz,http://api.classhero.com/wb3vrkJlyz.jpg,278 - 190
60,6F76J4mrxI,http://api.classhero.com/6F76J4mrxI.jpg,35 / 291
61,2ljfVu9Jzj,http://api.classhero.com/2ljfVu9Jzj.jpg,574 - 124
62,pPbuFovUaz,http://api.classhero.com/pPbuFovUaz.jpg,229 + 461
63,tdWuCJOFlk,http://api.classhero.com/tdWuCJOFlk.jpg,329 / 207
64,NTRxLIGQgy,http://api.classhero.com/NTRxLIGQgy.jpg,616 * 451
65,QRoFPbQP1H,http://api.classhero.com/QRoFPbQP1H.jpg,136 * 89
66,lJ2RoLdSHO,http://api.classhero.com/lJ2RoLdSHO.jpg,555 + 232
67,1eW91932tv,http://api.classhero.com/1eW91932tv.jpg,277 + 75
68,bhopnngVWZ,http://api.classhero.com/bhopnngVWZ.jpg,83 - 649
69,FetRH7hQAF,http://api.classhero.com/FetRH7hQAF.jpg,125 * 486
70,uKfrh1ohG0,http://api.classhero.com/uKfrh1ohG0.jpg,335 / 411
71,UH4bVsxKiD,http://api.classhero.com/UH4bVsxKiD.jpg,654 / 267
72,jxfxOqqIVf,http://api.classhero.com/jxfxOqqIVf.jpg,688 - 551
73,pFBFpXoVoY,http://api.classhero.com/pFBFpXoVoY.jpg,447 * 82
74,un3hhOITwd,http://api.classhero.com/un3hhOITwd.jpg,529 - 568
75,V5Gpj213Rx,http://api.classhero.com/V5Gpj213Rx.jpg,539 / 122
76,Momwss0dDd,http://api.classhero.com/Momwss0dDd.jpg,50 - 753
77,QsCmfhMM9E,http://api.classhero.com/QsCmfhMM9E.jpg,276 / 490
78,KCzxewBviM,http://api.classhero.com/KCzxewBviM.jpg,745 * 282
79,mh2Qq4NHmX,http://api.classhero.com/mh2Qq4NHmX.jpg,56 * 175
80,szOkrf1x6j,http://api.classhero.com/szOkrf1x6j.jpg,368 * 722
81,YK6RXvV7q9,http://api.classhero.com/YK6RXvV7q9.jpg,228 * 518
82,YjTJcepIHX,http://api.classhero.com/YjTJcepIHX.jpg,141 * 677
83,T8sSSDZuzr,http://api.classhero.com/T8sSSDZuzr.jpg,566 - 405
84,ppJXeXCNjV,http://api.classhero.com/ppJXeXCNjV.jpg,612 - 452
85,Y5lIsFYcS9,http://api.classhero.com/Y5lIsFYcS9.jpg,655 * 834
86,fgN9cHVyUA,http://api.classhero.com/fgN9cHVyUA.jpg,65 + 831
87,ZxiXx9smzC,http://api.classhero.com/ZxiXx9smzC.jpg,403 * 48
88,MmHtNDOIna,http://api.classhero.com/MmHtNDOIna.jpg,13 - 146
89,1qUQScsov7,http://api.classhero.com/1qUQScsov7.jpg,679 * 665
90,fYECV0hTRh,http://api.classhero.com/fYECV0hTRh.jpg,842 * 495
91,Ti4WKxn0Y2,http://api.classhero.com/Ti4WKxn0Y2.jpg,96 + 51
92,OxYfidPOZw,http://api.classhero.com/OxYfidPOZw.jpg,916 / 794
93,t1fawQXbB1,http://api.classhero.com/t1fawQXbB1.jpg,348 / 736
94,N64iAkTalK,http://api.classhero.com/N64iAkTalK.jpg,330 / 292
95,H5N32Jz87T,http://api.classhero.com/H5N32Jz87T.jpg,590 - 435
96,TYNjNLP5PK,http://api.classhero.com/TYNjNLP5PK.jpg,880 * 167
97,eeLP4w3Oit,http://api.classhero.com/eeLP4w3Oit.jpg,471 + 490
98,Z0ofxw6iuz,http://api.classhero.com/Z0ofxw6iuz.jpg,312 / 360
99,6sq8I3kXDK,http://api.classhero.com/6sq8I3kXDK.jpg,302 * 309
100,HgDfT2t53L,http://api.classhero.com/HgDfT2t53L.jpg,255 + 470
1,wpzJljgTFq,http://api.classhero.com/wpzJljgTFq.jpg,5 - 3
2,KAeoK7vB0P,http://api.classhero.com/KAeoK7vB0P.jpg,9 / 8
3,tN9wJa2VHw,http://api.classhero.com/tN9wJa2VHw.jpg,8 - 3
4,CWkrOCNHJg,http://api.classhero.com/CWkrOCNHJg.jpg,3 + 37
5,lQ8M47VblH,http://api.classhero.com/lQ8M47VblH.jpg,10 / 4
6,aYT69Cu2Pv,http://api.classhero.com/aYT69Cu2Pv.jpg,6 + 14
7,u4aSnee4sq,http://api.classhero.com/u4aSnee4sq.jpg,25 - 6
8,Tg5UQZN0yv,http://api.classhero.com/Tg5UQZN0yv.jpg,15 + 50
9,DNClDrsGEc,http://api.classhero.com/DNClDrsGEc.jpg,66 * 57
10,jTWQjWvWfb,http://api.classhero.com/jTWQjWvWfb.jpg,11 / 10
11,IJbBZI3ihO,http://api.classhero.com/IJbBZI3ihO.jpg,91 - 28
12,EcvAk1q2C4,http://api.classhero.com/EcvAk1q2C4.jpg,73 * 106
13,YBStCmh9qx,http://api.classhero.com/YBStCmh9qx.jpg,100 * 18
14,jH0Ke4EmJv,http://api.classhero.com/jH0Ke4EmJv.jpg,127 * 99
15,9fgATfraFw,http://api.classhero.com/9fgATfraFw.jpg,113 / 28
16,12Xvff3Pa9,http://api.classhero.com/12Xvff3Pa9.jpg,156 + 16
17,XYjhI3lc0E,http://api.classhero.com/XYjhI3lc0E.jpg,71 - 41
18,s3ecFVH4gt,http://api.classhero.com/s3ecFVH4gt.jpg,89 + 32
19,L7l3xVHJMC,http://api.classhero.com/L7l3xVHJMC.jpg,103 + 68
20,JKJaB0gjbN,http://api.classhero.com/JKJaB0gjbN.jpg,9 - 4
21,Mzr8uYJjQG,http://api.classhero.com/Mzr8uYJjQG.jpg,73 + 11
22,9cvPq2rG77,http://api.classhero.com/9cvPq2rG77.jpg,67 / 47
23,akvNe19uBy,http://api.classhero.com/akvNe19uBy.jpg,136 + 139
24,YJOpQtSnO2,http://api.classhero.com/YJOpQtSnO2.jpg,143 - 94
25,NobAfQFXWD,http://api.classhero.com/NobAfQFXWD.jpg,119 - 33
26,26ojYNLyYx,http://api.classhero.com/26ojYNLyYx.jpg,227 + 167
27,JKFtRtvhe7,http://api.classhero.com/JKFtRtvhe7.jpg,71 * 72
28,ebRUKlet7O,http://api.classhero.com/ebRUKlet7O.jpg,100 - 53
29,EJQ5XmqubP,http://api.classhero.com/EJQ5XmqubP.jpg,282 * 131
30,ZVABUJGFrl,http://api.classhero.com/ZVABUJGFrl.jpg,149 - 85
31,Qb46BP7KlI,http://api.classhero.com/Qb46BP7KlI.jpg,144 - 49
32,YWtRdVAxeQ,http://api.classhero.com/YWtRdVAxeQ.jpg,54 * 275
33,GSYheTII4G,http://api.classhero.com/GSYheTII4G.jpg,80 * 4
34,6GWZQvdZbK,http://api.classhero.com/6GWZQvdZbK.jpg,95 / 67
35,8hPuo93Ren,http://api.classhero.com/8hPuo93Ren.jpg,314 - 197
36,kqs6ljvdyK,http://api.classhero.com/kqs6ljvdyK.jpg,15 - 14
37,DWkMbpXiWh,http://api.classhero.com/DWkMbpXiWh.jpg,338 - 214
38,dKGTonRQRa,http://api.classhero.com/dKGTonRQRa.jpg,254 * 45
39,HZ4ZHlZsV3,http://api.classhero.com/HZ4ZHlZsV3.jpg,302 * 340
40,wAdaGRvHQE,http://api.classhero.com/wAdaGRvHQE.jpg,154 + 270
41,vH70hec4PV,http://api.classhero.com/vH70hec4PV.jpg,220 + 158
42,g5MTEGKhjG,http://api.classhero.com/g5MTEGKhjG.jpg,5 / 3
43,9N6LcJ1uyD,http://api.classhero.com/9N6LcJ1uyD.jpg,219 + 334
44,KvcNICbGs5,http://api.classhero.com/KvcNICbGs5.jpg,161 * 66
45,RWpEC5LTUf,http://api.classhero.com/RWpEC5LTUf.jpg,158 - 65
46,P58kLxy9nM,http://api.classhero.com/P58kLxy9nM.jpg,56 * 316
47,82X35gWfEg,http://api.classhero.com/82X35gWfEg.jpg,406 + 209
48,padYrb7rjl,http://api.classhero.com/padYrb7rjl.jpg,454 + 193
49,uTcd1OvMZN,http://api.classhero.com/uTcd1OvMZN.jpg,397 / 277
50,Ck7V5JMkhb,http://api.classhero.com/Ck7V5JMkhb.jpg,235 / 71
51,LrG1SMliJX,http://api.classhero.com/LrG1SMliJX.jpg,311 - 241
52,4TBeUZiQX3,http://api.classhero.com/4TBeUZiQX3.jpg,74 - 70
53,260R686LRF,http://api.classhero.com/260R686LRF.jpg,282 - 115
54,959HBN7xzW,http://api.classhero.com/959HBN7xzW.jpg,512 - 227
55,4v5dzTbXSQ,http://api.classhero.com/4v5dzTbXSQ.jpg,368 - 57
56,6puaL5CbuV,http://api.classhero.com/6puaL5CbuV.jpg,228 / 116
57,ClZOWIew8H,http://api.classhero.com/ClZOWIew8H.jpg,275 / 133
58,qWiMQzgVzY,http://api.classhero.com/qWiMQzgVzY.jpg,304 + 171
59,EGqfvSGWtW,http://api.classhero.com/EGqfvSGWtW.jpg,401 * 401
60,P6RBarA6EP,http://api.classhero.com/P6RBarA6EP.jpg,198 - 436
61,6mHTjk1W0m,http://api.classhero.com/6mHTjk1W0m.jpg,178 + 318
62,RANwSgqEhf,http://api.classhero.com/RANwSgqEhf.jpg,440 - 513
63,XnxcR0u12w,http://api.classhero.com/XnxcR0u12w.jpg,132 * 561
64,j7gmHUwIB6,http://api.classhero.com/j7gmHUwIB6.jpg,283 - 551
65,ZqmpObXBbI,http://api.classhero.com/ZqmpObXBbI.jpg,440 - 605
66,pKNpjWuK8O,http://api.classhero.com/pKNpjWuK8O.jpg,105 * 210
67,WiO4ii2FED,http://api.classhero.com/WiO4ii2FED.jpg,395 + 570
68,NW97n7jSSP,http://api.classhero.com/NW97n7jSSP.jpg,167 - 436
69,41dubBVfwh,http://api.classhero.com/41dubBVfwh.jpg,255 * 67
70,cff0umpgLu,http://api.classhero.com/cff0umpgLu.jpg,552 / 159
71,8AP5e38jeM,http://api.classhero.com/8AP5e38jeM.jpg,54 / 530
72,3Gb3KMqCZz,http://api.classhero.com/3Gb3KMqCZz.jpg,142 * 5
73,jWj73APZW7,http://api.classhero.com/jWj73APZW7.jpg,158 / 308
74,O6N3JbuNVi,http://api.classhero.com/O6N3JbuNVi.jpg,170 + 485
75,MV9aiUu7jd,http://api.classhero.com/MV9aiUu7jd.jpg,308 / 33
76,oDCkOg5ebk,http://api.classhero.com/oDCkOg5ebk.jpg,549 - 522
77,J5XL1iTir4,http://api.classhero.com/J5XL1iTir4.jpg,358 + 557
78,ddtl4FH3yc,http://api.classhero.com/ddtl4FH3yc.jpg,654 + 530
79,VaGjcFFrxP,http://api.classhero.com/VaGjcFFrxP.jpg,743 - 120
80,W1BxoPY73A,http://api.classhero.com/W1BxoPY73A.jpg,519 * 308
81,aYEGyaHJq6,http://api.classhero.com/aYEGyaHJq6.jpg,236 * 629
82,9ULzApzUTM,http://api.classhero.com/9ULzApzUTM.jpg,515 / 810
83,FRWRbqUW3D,http://api.classhero.com/FRWRbqUW3D.jpg,419 - 738
84,TzIKq6DJpP,http://api.classhero.com/TzIKq6DJpP.jpg,183 / 240
85,kHMPwVwXjb,http://api.classhero.com/kHMPwVwXjb.jpg,506 + 520
86,XCes3jj57e,http://api.classhero.com/XCes3jj57e.jpg,163 / 440
87,L9A3CiF4hy,http://api.classhero.com/L9A3CiF4hy.jpg,340 + 549
88,84wLhN7hLY,http://api.classhero.com/84wLhN7hLY.jpg,12 + 577
89,LVrwffRqX4,http://api.classhero.com/LVrwffRqX4.jpg,642 / 480
90,UkiXvFW55S,http://api.classhero.com/UkiXvFW55S.jpg,599 / 552
91,cUxl337mT9,http://api.classhero.com/cUxl337mT9.jpg,522 + 579
92,wIKkPsYobI,http://api.classhero.com/wIKkPsYobI.jpg,742 + 6
93,kQOWMfp32C,http://api.classhero.com/kQOWMfp32C.jpg,751 + 231
94,mIwJC2tPS5,http://api.classhero.com/mIwJC2tPS5.jpg,863 * 141
95,qozGsvDle1,http://api.classhero.com/qozGsvDle1.jpg,617 + 310
96,JN57uV8Hve,http://api.classhero.com/JN57uV8Hve.jpg,920 * 638
97,RALpuI2jhA,http://api.classhero.com/RALpuI2jhA.jpg,729 - 540
98,G3cX1eqkNc,http://api.classhero.com/G3cX1eqkNc.jpg,639 + 756
99,WBsbt4id2N,http://api.classhero.com/WBsbt4id2N.jpg,624 - 846
100,QHRehLzxN2,http://api.classhero.com/QHRehLzxN2.jpg,438 - 664
1,N7FC1aU9QW,http://api.classhero.com/N7FC1aU9QW.jpg,6 - 3
2,KPC0i4dIN5,http://api.classhero.com/KPC0i4dIN5.jpg,3 - 1
3,lrj10RRyMI,http://api.classhero.com/lrj10RRyMI.jpg,22 * 5
4,1UysD5Szga,http://api.classhero.com/1UysD5Szga.jpg,10 / 2
5,XBVhsPq508,http://api.classhero.com/XBVhsPq508.jpg,33 * 22
6,R9JeyTm93V,http://api.classhero.com/R9JeyTm93V.jpg,39 + 6
7,ZN4LE3G0Ur,http://api.classhero.com/ZN4LE3G0Ur.jpg,46 + 49
8,3Utsfne6u6,http://api.classhero.com/3Utsfne6u6.jpg,77 - 12
9,Ii2Fl5I08h,http://api.classhero.com/Ii2Fl5I08h.jpg,17 - 2
10,PYWUTlnxzj,http://api.classhero.com/PYWUTlnxzj.jpg,90 * 56
11,WLihraDNQI,http://api.classhero.com/WLihraDNQI.jpg,66 / 3
12,fabxPDvn5G,http://api.classhero.com/fabxPDvn5G.jpg,108 + 44
13,XqzAm3hbSv,http://api.classhero.com/XqzAm3hbSv.jpg,18 + 8
14,pfeHqbtadG,http://api.classhero.com/pfeHqbtadG.jpg,63 * 91
15,DIqALrjz9I,http://api.classhero.com/DIqALrjz9I.jpg,146 + 75
16,14dI3x6xMk,http://api.classhero.com/14dI3x6xMk.jpg,110 + 20
17,ZaJhw5WlAP,http://api.classhero.com/ZaJhw5WlAP.jpg,22 / 1
18,HQX3qssLt0,http://api.classhero.com/HQX3qssLt0.jpg,93 - 74
19,043G444Ibl,http://api.classhero.com/043G444Ibl.jpg,92 / 69
20,RrUnLufqhH,http://api.classhero.com/RrUnLufqhH.jpg,124 + 86
21,yz7GrJy3mH,http://api.classhero.com/yz7GrJy3mH.jpg,175 + 180
22,IK1resWtap,http://api.classhero.com/IK1resWtap.jpg,14 / 1
23,jCvz4s9oV3,http://api.classhero.com/jCvz4s9oV3.jpg,18 - 12
24,dQu4IrxkEL,http://api.classhero.com/dQu4IrxkEL.jpg,37 * 84
