difficulty,id,url,qtext
52,GoCBeuGpFb,http://api.classhero.com/GoCBeuGpFb.jpg,309 + 79
54,1Uwkiw5e4t,http://api.classhero.com/1Uwkiw5e4t.jpg,20 + 119
56,zVZB06PWps,http://api.classhero.com/zVZB06PWps.jpg,129 + 525
57,0eJmwp9dyi,http://api.classhero.com/0eJmwp9dyi.jpg,563 * 397
59,fKPU9teFEw,http://api.classhero.com/fKPU9teFEw.jpg,278 - 81
60,rgWTichNmn,http://api.classhero.com/rgWTichNmn.jpg,142 - 216
62,MjknUFGL7M,http://api.classhero.com/MjknUFGL7M.jpg,54 + 185
63,gLLQYsSfwl,http://api.classhero.com/gLLQYsSfwl.jpg,196 * 600
64,V7Kug9EPAr,http://api.classhero.com/V7Kug9EPAr.jpg,439 * 1
65,EDsI0qkYUS,http://api.classhero.com/EDsI0qkYUS.jpg,401 / 282
66,JTML72cyKg,http://api.classhero.com/JTML72cyKg.jpg,88 - 2
67,cRjfrRg0M8,http://api.classhero.com/cRjfrRg0M8.jpg,414 - 251
68,vHJyqquWcD,http://api.classhero.com/vHJyqquWcD.jpg,182 / 522
69,BHrM9DyB5Y,http://api.classhero.com/BHrM9DyB5Y.jpg,362 * 438
70,5NNG33eFXk,http://api.classhero.com/5NNG33eFXk.jpg,48 - 64
71,AYF6whRxji,http://api.classhero.com/AYF6whRxji.jpg,54 / 125
72,KANTbDymze,http://api.classhero.com/KANTbDymze.jpg,289 / 520
72,IgD6r8Pw1n,http://api.classhero.com/IgD6r8Pw1n.jpg,664 + 384
73,nmeRgfej5t,http://api.classhero.com/nmeRgfej5t.jpg,39 - 675
74,VNXvwJtyuL,http://api.classhero.com/VNXvwJtyuL.jpg,241 / 127
75,mfkWQrEQRK,http://api.classhero.com/mfkWQrEQRK.jpg,299 * 422
75,tNV4MEQUe5,http://api.classhero.com/tNV4MEQUe5.jpg,571 / 82
76,BrtE2zYKu8,http://api.classhero.com/BrtE2zYKu8.jpg,323 + 563
77,KL8RLvxw1F,http://api.classhero.com/KL8RLvxw1F.jpg,143 + 690
77,McECYNT467,http://api.classhero.com/McECYNT467.jpg,63 / 711
78,qy4cisMqyv,http://api.classhero.com/qy4cisMqyv.jpg,258 + 663
78,G6RpZW1Tjk,http://api.classhero.com/G6RpZW1Tjk.jpg,238 + 327
79,tsgcvZNATB,http://api.classhero.com/tsgcvZNATB.jpg,463 - 106
80,klBrBeEpSe,http://api.classhero.com/klBrBeEpSe.jpg,675 + 299
80,6OIBegyXYW,http://api.classhero.com/6OIBegyXYW.jpg,586 / 205
81,ontQ2714if,http://api.classhero.com/ontQ2714if.jpg,399 - 463
81,GfHz8lit6c,http://api.classhero.com/GfHz8lit6c.jpg,559 / 331
82,lbJcZCqA41,http://api.classhero.com/lbJcZCqA41.jpg,333 / 194
82,jZOz1EDVWm,http://api.classhero.com/jZOz1EDVWm.jpg,288 * 172
83,gTgVFkd8Sc,http://api.classhero.com/gTgVFkd8Sc.jpg,71 - 557
83,eYZlMHC6yK,http://api.classhero.com/eYZlMHC6yK.jpg,108 - 725
84,UkI8TQNzmh,http://api.classhero.com/UkI8TQNzmh.jpg,567 / 213
84,ME5bFDjin6,http://api.classhero.com/ME5bFDjin6.jpg,413 + 266
85,LRPlr9pcMV,http://api.classhero.com/LRPlr9pcMV.jpg,613 * 311
85,CtQBBhMOeY,http://api.classhero.com/CtQBBhMOeY.jpg,640 / 458
85,XiCSmFPjZb,http://api.classhero.com/XiCSmFPjZb.jpg,823 - 42
86,SHCKFd2CCd,http://api.classhero.com/SHCKFd2CCd.jpg,233 + 510
86,LwXUzrsxA2,http://api.classhero.com/LwXUzrsxA2.jpg,187 * 820
87,VeGpPPL6cW,http://api.classhero.com/VeGpPPL6cW.jpg,779 * 162
87,uTUtEsbARx,http://api.classhero.com/uTUtEsbARx.jpg,552 + 501
87,RS1foaLtPc,http://api.classhero.com/RS1foaLtPc.jpg,270 / 402
88,fD3kHHbA2w,http://api.classhero.com/fD3kHHbA2w.jpg,29 + 543
88,rp7fNfbHqu,http://api.classhero.com/rp7fNfbHqu.jpg,361 + 726
89,22IGg80iz6,http://api.classhero.com/22IGg80iz6.jpg,373 - 800
89,5JCRT6u5ZN,http://api.classhero.com/5JCRT6u5ZN.jpg,462 / 118
89,qiCEzN5Huq,http://api.classhero.com/qiCEzN5Huq.jpg,662 * 247
90,5sSuC3nq15,http://api.classhero.com/5sSuC3nq15.jpg,762 / 24
90,DeQXZlZ8r6,http://api.classhero.com/DeQXZlZ8r6.jpg,110 * 752
90,LVsBxtxS26,http://api.classhero.com/LVsBxtxS26.jpg,864 - 514
91,8cMnsTn4O9,http://api.classhero.com/8cMnsTn4O9.jpg,679 + 787
91,ihqarCZrty,http://api.classhero.com/ihqarCZrty.jpg,601 * 464
91,r2vuLjh1vH,http://api.classhero.com/r2vuLjh1vH.jpg,661 * 511
92,mtagMMkGRW,http://api.classhero.com/mtagMMkGRW.jpg,741 + 529
92,dba9LXSURH,http://api.classhero.com/dba9LXSURH.jpg,271 + 693
92,dsBo5JgvWk,http://api.classhero.com/dsBo5JgvWk.jpg,203 - 413
93,wxg3YzMBu8,http://api.classhero.com/wxg3YzMBu8.jpg,896 + 737
93,QEXaJvZXaW,http://api.classhero.com/QEXaJvZXaW.jpg,256 / 195
93,YVUEdst8sr,http://api.classhero.com/YVUEdst8sr.jpg,356 / 217
93,17rEqQM8FJ,http://api.classhero.com/17rEqQM8FJ.jpg,812 - 490
94,E8g7yLTf5J,http://api.classhero.com/E8g7yLTf5J.jpg,609 - 825
94,0A40o0LZJQ,http://api.classhero.com/0A40o0LZJQ.jpg,525 + 812
94,EEb1MLpFmD,http://api.classhero.com/EEb1MLpFmD.jpg,363 + 180
95,huDbUdJqya,http://api.classhero.com/huDbUdJqya.jpg,437 + 598
95,DHuMouQZbL,http://api.classhero.com/DHuMouQZbL.jpg,269 / 333
95,F60QHgYRgX,http://api.classhero.com/F60QHgYRgX.jpg,821 * 603
95,blViiEWqrd,http://api.classhero.com/blViiEWqrd.jpg,149 - 11
96,fokNi1t0Me,http://api.classhero.com/fokNi1t0Me.jpg,843 - 415
96,DkALTHX24y,http://api.classhero.com/DkALTHX24y.jpg,938 / 750
96,EVgE2VXAhZ,http://api.classhero.com/EVgE2VXAhZ.jpg,873 * 862
96,t1tEdQOLtf,http://api.classhero.com/t1tEdQOLtf.jpg,365 * 200
97,2EwTGHHRQu,http://api.classhero.com/2EwTGHHRQu.jpg,861 / 465
97,CHKXoUiJHR,http://api.classhero.com/CHKXoUiJHR.jpg,600 / 138
97,4D1hQXaTEc,http://api.classhero.com/4D1hQXaTEc.jpg,349 + 312
97,y2blyzFE27,http://api.classhero.com/y2blyzFE27.jpg,843 / 79
98,oluTJUQTW6,http://api.classhero.com/oluTJUQTW6.jpg,393 / 456
98,iooo68xFsV,http://api.classhero.com/iooo68xFsV.jpg,582 + 867
98,gcC3V02YAG,http://api.classhero.com/gcC3V02YAG.jpg,958 + 675
98,gURa9XXpYl,http://api.classhero.com/gURa9XXpYl.jpg,183 + 73
99,tYAvnVchIf,http://api.classhero.com/tYAvnVchIf.jpg,332 * 318
99,SyGOR61juT,http://api.classhero.com/SyGOR61juT.jpg,118 + 724
99,hZvdv2ISsb,http://api.classhero.com/hZvdv2ISsb.jpg,433 - 88
99,ZIVplDTxVZ,http://api.classhero.com/ZIVplDTxVZ.jpg,508 / 246
100,z0YLBTYM1K,http://api.classhero.com/z0YLBTYM1K.jpg,291 * 8
100,6MMoHDkDwB,http://api.classhero.com/6MMoHDkDwB.jpg,706 / 38
100,qQBLeFdDxc,http://api.classhero.com/qQBLeFdDxc.jpg,211 + 433
1,pCtMy8cCH2,http://api.classhero.com/pCtMy8cCH2.jpg,1 + 2
15,qfTnl2vg4Q,http://api.classhero.com/qfTnl2vg4Q.jpg,126 - 44
24,IoQfIqxBer,http://api.classhero.com/IoQfIqxBer.jpg,30 - 10
30,o1YUS05yov,http://api.classhero.com/o1YUS05yov.jpg,167 * 226
35,TXfDQh7U6R,http://api.classhero.com/TXfDQh7U6R.jpg,308 + 124
39,Rh7dnXXqb5,http://api.classhero.com/Rh7dnXXqb5.jpg,93 * 372
42,AcwL7V1NcB,http://api.classhero.com/AcwL7V1NcB.jpg,92 * 213
45,Ssm6UhOXYt,http://api.classhero.com/Ssm6UhOXYt.jpg,232 - 36
48,gYN4ZuRPbW,http://api.classhero.com/gYN4ZuRPbW.jpg,250 / 172
50,tkXmrDKNYm,http://api.classhero.com/tkXmrDKNYm.jpg,129 * 247
52,LT3mO7SGpT,http://api.classhero.com/LT3mO7SGpT.jpg,157 - 136
54,2xLJL0A1FS,http://api.classhero.com/2xLJL0A1FS.jpg,282 + 84
56,ioS7y0ZAtZ,http://api.classhero.com/ioS7y0ZAtZ.jpg,154 / 23
57,t6FzhBb86D,http://api.classhero.com/t6FzhBb86D.jpg,46 * 428
59,ziytd1dRrA,http://api.classhero.com/ziytd1dRrA.jpg,448 / 424
60,yD5hyunYLc,http://api.classhero.com/yD5hyunYLc.jpg,48 - 43
62,83s10xyUHq,http://api.classhero.com/83s10xyUHq.jpg,77 - 406
63,T7N6sbJoX6,http://api.classhero.com/T7N6sbJoX6.jpg,259 / 198
64,zJNUvfw5vn,http://api.classhero.com/zJNUvfw5vn.jpg,317 / 496
65,lSjAZqMNz1,http://api.classhero.com/lSjAZqMNz1.jpg,638 * 21
66,B94gbr1z2Z,http://api.classhero.com/B94gbr1z2Z.jpg,133 + 163
67,6ZXYvNSQTG,http://api.classhero.com/6ZXYvNSQTG.jpg,97 + 328
68,5bhhpRic50,http://api.classhero.com/5bhhpRic50.jpg,133 * 184
69,c0tvkMbdZm,http://api.classhero.com/c0tvkMbdZm.jpg,190 - 277
70,q7ny2sOYuy,http://api.classhero.com/q7ny2sOYuy.jpg,405 - 364
71,3NRGnTjMtc,http://api.classhero.com/3NRGnTjMtc.jpg,546 + 128
72,JswDkAg7mM,http://api.classhero.com/JswDkAg7mM.jpg,287 * 646
72,qyTt4Lg0JR,http://api.classhero.com/qyTt4Lg0JR.jpg,253 + 587
73,7pwD2u1zZ5,http://api.classhero.com/7pwD2u1zZ5.jpg,660 + 160
74,KMoXGSBkAW,http://api.classhero.com/KMoXGSBkAW.jpg,246 * 226
75,RaXbaUdgIW,http://api.classhero.com/RaXbaUdgIW.jpg,77 * 614
75,zvrjnXb7AE,http://api.classhero.com/zvrjnXb7AE.jpg,573 / 725
76,HLjzQjSYuR,http://api.classhero.com/HLjzQjSYuR.jpg,577 - 402
77,l3Y2Ty9CRU,http://api.classhero.com/l3Y2Ty9CRU.jpg,487 / 288
77,0eNebQXBG2,http://api.classhero.com/0eNebQXBG2.jpg,287 - 128
78,9l5TN02y05,http://api.classhero.com/9l5TN02y05.jpg,643 - 313
78,GKYtku7D3d,http://api.classhero.com/GKYtku7D3d.jpg,772 + 508
79,Eqw09h1xEM,http://api.classhero.com/Eqw09h1xEM.jpg,715 * 230
80,ZQePyQFIg3,http://api.classhero.com/ZQePyQFIg3.jpg,390 + 739
80,cP7oDf8N87,http://api.classhero.com/cP7oDf8N87.jpg,317 / 61
81,9nI1jjZj6Y,http://api.classhero.com/9nI1jjZj6Y.jpg,58 + 699
81,ZTlF3G4UX2,http://api.classhero.com/ZTlF3G4UX2.jpg,424 / 514
82,1EFZWSeDAd,http://api.classhero.com/1EFZWSeDAd.jpg,447 / 548
82,uqMrzaGB0L,http://api.classhero.com/uqMrzaGB0L.jpg,428 + 153
83,Hw5xYzgPkI,http://api.classhero.com/Hw5xYzgPkI.jpg,269 * 438
83,KqM54NjIZv,http://api.classhero.com/KqM54NjIZv.jpg,610 * 360
84,Gy9yI5reVQ,http://api.classhero.com/Gy9yI5reVQ.jpg,381 - 566
84,3c9PPlxXwD,http://api.classhero.com/3c9PPlxXwD.jpg,813 - 411
85,QCeSGhM4hJ,http://api.classhero.com/QCeSGhM4hJ.jpg,103 + 606
85,DiFyvIRvo7,http://api.classhero.com/DiFyvIRvo7.jpg,803 + 736
85,mMhUISiZGz,http://api.classhero.com/mMhUISiZGz.jpg,551 + 574
86,WATAsd9JM4,http://api.classhero.com/WATAsd9JM4.jpg,20 * 557
86,epVg1y885o,http://api.classhero.com/epVg1y885o.jpg,266 + 668
87,WPwDYiO5RG,http://api.classhero.com/WPwDYiO5RG.jpg,240 * 212
87,5yL17vpWgB,http://api.classhero.com/5yL17vpWgB.jpg,71 * 453
87,T6avYn1HQG,http://api.classhero.com/T6avYn1HQG.jpg,215 - 429
88,jrnpFmv2pC,http://api.classhero.com/jrnpFmv2pC.jpg,878 / 165
88,DGiHVLXNdU,http://api.classhero.com/DGiHVLXNdU.jpg,599 - 184
89,owRlUDu452,http://api.classhero.com/owRlUDu452.jpg,726 - 144
89,eNRhieMxzo,http://api.classhero.com/eNRhieMxzo.jpg,613 * 655
89,C0QolQlQNg,http://api.classhero.com/C0QolQlQNg.jpg,180 - 684
90,uRn2rtsz0d,http://api.classhero.com/uRn2rtsz0d.jpg,135 - 820
90,2F1PmEkbEs,http://api.classhero.com/2F1PmEkbEs.jpg,371 / 132
90,AxU4czZI53,http://api.classhero.com/AxU4czZI53.jpg,708 / 557
91,tl6D3DeOuI,http://api.classhero.com/tl6D3DeOuI.jpg,134 - 223
91,rEvQFNojEV,http://api.classhero.com/rEvQFNojEV.jpg,401 * 227
91,VniMEfvidI,http://api.classhero.com/VniMEfvidI.jpg,489 - 276
92,jK4eZMtFoR,http://api.classhero.com/jK4eZMtFoR.jpg,226 * 779
92,seFZs2TRTP,http://api.classhero.com/seFZs2TRTP.jpg,814 - 135
92,Gpd7ERzWeh,http://api.classhero.com/Gpd7ERzWeh.jpg,224 * 712
93,iB8Dw8a9vH,http://api.classhero.com/iB8Dw8a9vH.jpg,701 * 589
93,xo6WYpiujL,http://api.classhero.com/xo6WYpiujL.jpg,345 + 843
93,Q9EqpM8zKZ,http://api.classhero.com/Q9EqpM8zKZ.jpg,178 / 421
93,Yl4nff0ZYO,http://api.classhero.com/Yl4nff0ZYO.jpg,909 * 278
94,TpgWDshtUQ,http://api.classhero.com/TpgWDshtUQ.jpg,717 + 442
94,8FNC1VMqaB,http://api.classhero.com/8FNC1VMqaB.jpg,853 / 435
94,IPR2CXUS5T,http://api.classhero.com/IPR2CXUS5T.jpg,272 * 325
95,0hOlpB4EfU,http://api.classhero.com/0hOlpB4EfU.jpg,475 + 535
95,BtWgyFJtX2,http://api.classhero.com/BtWgyFJtX2.jpg,78 * 162
95,9EeKM3pjkN,http://api.classhero.com/9EeKM3pjkN.jpg,816 + 846
95,wm1akJpW1y,http://api.classhero.com/wm1akJpW1y.jpg,661 + 630
96,Cgpp1u1hSZ,http://api.classhero.com/Cgpp1u1hSZ.jpg,769 / 915
96,bXdh9AuCYL,http://api.classhero.com/bXdh9AuCYL.jpg,746 + 373
96,uBeiyTYlYC,http://api.classhero.com/uBeiyTYlYC.jpg,278 / 151
96,1p7OrbbGmz,http://api.classhero.com/1p7OrbbGmz.jpg,157 - 336
97,wdrCNVgddi,http://api.classhero.com/wdrCNVgddi.jpg,273 / 562
97,CTb5a844Sd,http://api.classhero.com/CTb5a844Sd.jpg,49 * 480
97,dqcWp7aaXL,http://api.classhero.com/dqcWp7aaXL.jpg,185 + 199
97,vQYeOfZPAk,http://api.classhero.com/vQYeOfZPAk.jpg,691 + 216
98,Wjwd2fSCap,http://api.classhero.com/Wjwd2fSCap.jpg,647 * 754
98,gIdx37thvG,http://api.classhero.com/gIdx37thvG.jpg,134 + 89
98,My7sekOvNs,http://api.classhero.com/My7sekOvNs.jpg,71 / 305
98,6T3LCkqq1S,http://api.classhero.com/6T3LCkqq1S.jpg,441 * 718
99,wPN0i27weV,http://api.classhero.com/wPN0i27weV.jpg,282 + 590
99,7Sd96gh4ui,http://api.classhero.com/7Sd96gh4ui.jpg,614 - 342
99,KtQjhisQjN,http://api.classhero.com/KtQjhisQjN.jpg,420 / 424
99,9cQdQoeQzW,http://api.classhero.com/9cQdQoeQzW.jpg,243 * 538
100,B9rSVMLSty,http://api.classhero.com/B9rSVMLSty.jpg,803 - 362
100,s8PhKXw6v0,http://api.classhero.com/s8PhKXw6v0.jpg,414 / 510
100,dwvy6KBisY,http://api.classhero.com/dwvy6KBisY.jpg,898 / 423
1,ZALq1CEzhP,http://api.classhero.com/ZALq1CEzhP.jpg,7 / 6
15,0bEjMpAjBz,http://api.classhero.com/0bEjMpAjBz.jpg,41 / 23
24,4KnNb1vpt7,http://api.classhero.com/4KnNb1vpt7.jpg,159 + 26
30,pQPXVyiX3D,http://api.classhero.com/pQPXVyiX3D.jpg,250 + 165
35,ybtGEplb0I,http://api.classhero.com/ybtGEplb0I.jpg,292 + 180
39,iu5Ol6WOXj,http://api.classhero.com/iu5Ol6WOXj.jpg,105 / 8
42,u2EEuF2mQK,http://api.classhero.com/u2EEuF2mQK.jpg,1 - 1
45,CSEE7sn0xr,http://api.classhero.com/CSEE7sn0xr.jpg,290 - 45
48,0tK93Ot7E4,http://api.classhero.com/0tK93Ot7E4.jpg,2 * 199
50,f6s9SkWVoh,http://api.classhero.com/f6s9SkWVoh.jpg,478 - 17
52,xO9LntAwAI,http://api.classhero.com/xO9LntAwAI.jpg,282 / 40
54,RGnL15bDPG,http://api.classhero.com/RGnL15bDPG.jpg,353 / 124
56,0nXV9av8tl,http://api.classhero.com/0nXV9av8tl.jpg,361 * 35
57,IHczXieE4r,http://api.classhero.com/IHczXieE4r.jpg,182 - 150
59,ZP4SR4SFxp,http://api.classhero.com/ZP4SR4SFxp.jpg,264 * 24
60,RBdacXF46h,http://api.classhero.com/RBdacXF46h.jpg,187 + 430
62,gaVZHbhFuq,http://api.classhero.com/gaVZHbhFuq.jpg,159 / 242
63,baUfmuHb8L,http://api.classhero.com/baUfmuHb8L.jpg,213 - 285
64,BW63vOZYsS,http://api.classhero.com/BW63vOZYsS.jpg,248 + 91
65,PaBawY6yCw,http://api.classhero.com/PaBawY6yCw.jpg,76 / 149
66,hV91Ii4qOn,http://api.classhero.com/hV91Ii4qOn.jpg,443 + 545
67,fFgX70T2M8,http://api.classhero.com/fFgX70T2M8.jpg,604 / 365
68,v8dVfWkmA4,http://api.classhero.com/v8dVfWkmA4.jpg,333 / 263
